"speciesId","name","stage","stageZh","prompt"
"charmander","小火龙→喷火龙","egg","灵胎初醒","小火龙→喷火龙 的 灵胎初醒 阶段。外形：火纹蛋。系列：宝可梦。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"charmander","小火龙→喷火龙","baby","凡尘砺心","小火龙→喷火龙 的 凡尘砺心 阶段。外形：蹒跚火苗。系列：宝可梦。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"charmander","小火龙→喷火龙","growing","道法初成","小火龙→喷火龙 的 道法初成 阶段。外形：烈火小龙。系列：宝可梦。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"charmander","小火龙→喷火龙","mature","大劫淬炼","小火龙→喷火龙 的 大劫淬炼 阶段。外形：烈火恐龙。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"charmander","小火龙→喷火龙","legendary","封神登天","小火龙→喷火龙 的 封神登天 阶段。外形：喷火龙。系列：宝可梦。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"charmander","小火龙→喷火龙","transcendent","归真永恒","小火龙→喷火龙 的 归真永恒 阶段。外形：超级喷火龙X。系列：宝可梦。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"bulbasaur","妙蛙种子→妙蛙花","egg","灵胎初醒","妙蛙种子→妙蛙花 的 灵胎初醒 阶段。外形：种子蛋。系列：宝可梦。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"bulbasaur","妙蛙种子→妙蛙花","baby","凡尘砺心","妙蛙种子→妙蛙花 的 凡尘砺心 阶段。外形：幼种子。系列：宝可梦。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"bulbasaur","妙蛙种子→妙蛙花","growing","道法初成","妙蛙种子→妙蛙花 的 道法初成 阶段。外形：叶芽成长。系列：宝可梦。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"bulbasaur","妙蛙种子→妙蛙花","mature","大劫淬炼","妙蛙种子→妙蛙花 的 大劫淬炼 阶段。外形：花苞绽放。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"bulbasaur","妙蛙种子→妙蛙花","legendary","封神登天","妙蛙种子→妙蛙花 的 封神登天 阶段。外形：繁花之姿。系列：宝可梦。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"bulbasaur","妙蛙种子→妙蛙花","transcendent","归真永恒","妙蛙种子→妙蛙花 的 归真永恒 阶段。外形：花神。系列：宝可梦。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"squirtle","杰尼龟→水箭龟","egg","灵胎初醒","杰尼龟→水箭龟 的 灵胎初醒 阶段。外形：水纹蛋。系列：宝可梦。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"squirtle","杰尼龟→水箭龟","baby","凡尘砺心","杰尼龟→水箭龟 的 凡尘砺心 阶段。外形：幼龟。系列：宝可梦。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"squirtle","杰尼龟→水箭龟","growing","道法初成","杰尼龟→水箭龟 的 道法初成 阶段。外形：水枪龟。系列：宝可梦。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"squirtle","杰尼龟→水箭龟","mature","大劫淬炼","杰尼龟→水箭龟 的 大劫淬炼 阶段。外形：水炮龟。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"squirtle","杰尼龟→水箭龟","legendary","封神登天","杰尼龟→水箭龟 的 封神登天 阶段。外形：水箭龟。系列：宝可梦。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"squirtle","杰尼龟→水箭龟","transcendent","归真永恒","杰尼龟→水箭龟 的 归真永恒 阶段。外形：海神龟。系列：宝可梦。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"eevee","伊布","egg","灵胎初醒","伊布 的 灵胎初醒 阶段。外形：伊布蛋。系列：宝可梦。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"eevee","伊布","baby","凡尘砺心","伊布 的 凡尘砺心 阶段。外形：伊布。系列：宝可梦。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"eevee","伊布","growing","道法初成","伊布 的 道法初成 阶段。外形：进化预备。系列：宝可梦。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"eevee","伊布","mature","大劫淬炼","伊布 的 大劫淬炼 阶段。外形：元素显现。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"eevee","伊布","legendary","封神登天","伊布 的 封神登天 阶段。外形：水伊布·潮汐。系列：宝可梦。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"eevee","伊布","transcendent","归真永恒","伊布 的 归真永恒 阶段。外形：水伊布·海神。系列：宝可梦。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"pikachu","皮卡丘","egg","灵胎初醒","皮卡丘 的 灵胎初醒 阶段。外形：电气蛋。系列：宝可梦。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"pikachu","皮卡丘","baby","凡尘砺心","皮卡丘 的 凡尘砺心 阶段。外形：皮丘萌动。系列：宝可梦。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"pikachu","皮卡丘","growing","道法初成","皮卡丘 的 道法初成 阶段。外形：蓄电皮卡丘。系列：宝可梦。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"pikachu","皮卡丘","mature","大劫淬炼","皮卡丘 的 大劫淬炼 阶段。外形：雷丘。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"pikachu","皮卡丘","legendary","封神登天","皮卡丘 的 封神登天 阶段。外形：飞空皮卡丘。系列：宝可梦。阶段基调：封神登天，#5B2A8A 主色、#F5D742 辅色，冠冕、宝座、万众仰视，必有冠冕/神位。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"pikachu","皮卡丘","transcendent","归真永恒","皮卡丘 的 归真永恒 阶段。外形：极巨化皮卡丘。系列：宝可梦。阶段基调：归真永恒，#F5F0E8 主色、#8A9BA8 辅色，清风、青山、无我之相，必有山水/清风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"riolu","利欧路→路卡利欧","egg","灵胎初醒","利欧路→路卡利欧 的 灵胎初醒 阶段。外形：波导蛋。系列：宝可梦。阶段基调：灵胎初醒，#4A3A2A 主色、#C4A672 辅色，渺小、独行、破败背景，必有孤灯/破庙。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"riolu","利欧路→路卡利欧","baby","凡尘砺心","利欧路→路卡利欧 的 凡尘砺心 阶段。外形：利欧路。系列：宝可梦。阶段基调：凡尘砺心，#5B6B7A 主色、#8A9BA8 辅色，行路、风雨、远山，必有雨/风。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"riolu","利欧路→路卡利欧","growing","道法初成","利欧路→路卡利欧 的 道法初成 阶段。外形：练习生。系列：宝可梦。阶段基调：道法初成，#C44B2A 主色、#E8B84B 辅色，光芒初绽、首胜、昂首，必有光芒/法器。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
"riolu","利欧路→路卡利欧","mature","大劫淬炼","利欧路→路卡利欧 的 大劫淬炼 阶段。外形：路卡利欧。系列：宝可梦。阶段基调：大劫淬炼，#1A0A0A 主色、#8B1A1A 辅色，碎裂、坠落、血与火，必有火焰/裂痕。风格：儿童友好的 2.5D 卡通渲染，柔和渐变背景，居中全身像，正面 3/4 视角，无文字。画布：800×1000 竖版，角色主体占 60% 居中偏下。"
